???????,tlv-????,????????? ???????
application_object icmp6-code administratively-prohibited,libservices-dd.so,False
application_object icmp6-code address-unreachable,libservices-dd.so,False
application_object icmp6-code port-unreachable,libservices-dd.so,False
application_object icmp6-code ttl-eq-zero-during-transit,libservices-dd.so,False
application_object icmp6-code ttl-eq-zero-during-reassembly,libservices-dd.so,False
application_object icmp6-code ip6-header-bad,libservices-dd.so,False
application_object icmp6-code unrecognized-next-header,libservices-dd.so,False
application_object icmp6-code unrecognized-option,libservices-dd.so,False
application_object icmp6-code number,libservices-dd.so,False
application_object inactivity-timeout never,libservices-dd.so,False
application_object inactivity-timeout timeout,libservices-dd.so,False
application_map_object apply-groups value,libservices-dd.so,False
application_map_object apply-groups-except value,libservices-dd.so,False
application_map_object application name,libservices-dd.so,False
juniper-policy-options apply-groups value,libservices-dd.so,False
juniper-policy-options apply-groups-except value,libservices-dd.so,False
sfw_addr_object address any-unicast,libservices-dd.so,False
sfw_addr_object address any-ipv4,libservices-dd.so,False
sfw_addr_object address any-ipv6,libservices-dd.so,False
sfw_addr_object address prefix,libservices-dd.so,False
ids_limit_type apply-groups value,libservices-dd.so,False
ids_limit_type apply-groups-except value,libservices-dd.so,False
sfw_match_object apply-groups value,libservices-dd.so,False
sfw_match_object apply-groups-except value,libservices-dd.so,False
sfw_match_object destination-port apply-macro,libservices-dd.so,False
sfw_match_object destination-port apply-flags,libservices-dd.so,False
sfw_match_object destination-port dynamic-db,libservices-dd.so,False
sfw_match_object destination-port port_choice,libservices-dd.so,False
sfw_match_object source-address-range low,libservices-dd.so,False
sfw_match_object source-address-range high,libservices-dd.so,False
sfw_match_object source-address-range except,libservices-dd.so,False
sfw_match_object source-prefix-list name,libservices-dd.so,False
sfw_match_object source-prefix-list except,libservices-dd.so,False
sfw_match_object destination-address-range low,libservices-dd.so,False
sfw_match_object destination-address-range high,libservices-dd.so,False
sfw_match_object destination-address-range except,libservices-dd.so,False
sfw_match_object destination-prefix-list name,libservices-dd.so,False
sfw_match_object destination-prefix-list except,libservices-dd.so,False
sfw_match_object applications application-name,libservices-dd.so,False
sfw_match_object application-sets application-set-name,libservices-dd.so,False
sfw_match_object application-sets apply-macro,libservices-dd.so,False
sfw_match_object application-sets apply-flags,libservices-dd.so,False
sfw_match_object application-sets dynamic-db,libservices-dd.so,False
aacl_match_object apply-groups value,libservices-dd.so,False
aacl_match_object apply-groups-except value,libservices-dd.so,False
aacl_match_object source-address-range low,libservices-dd.so,False
aacl_match_object source-address-range high,libservices-dd.so,False
aacl_match_object source-address-range except,libservices-dd.so,False
aacl_match_object source-prefix-list name,libservices-dd.so,False
aacl_match_object source-prefix-list except,libservices-dd.so,False
aacl_match_object destination-address-range low,libservices-dd.so,False
aacl_match_object destination-address-range high,libservices-dd.so,False
aacl_match_object destination-address-range except,libservices-dd.so,False
aacl_match_object destination-prefix-list name,libservices-dd.so,False
aacl_match_object destination-prefix-list except,libservices-dd.so,False
aacl_match_object applications application-name,libservices-dd.so,False
aacl_match_object nested-applications nested-application-name,libservices-dd.so,False
aacl_match_object application-groups application-group-name,libservices-dd.so,False
ptsp_match_object apply-groups value,libservices-dd.so,False
ptsp_match_object apply-groups-except value,libservices-dd.so,False
ptsp_match_object remote-address-range low,libservices-dd.so,False
ptsp_match_object remote-address-range high,libservices-dd.so,False
ptsp_match_object remote-address-range except,libservices-dd.so,False
ptsp_match_object remote-prefix-list name,libservices-dd.so,False
ptsp_match_object remote-prefix-list except,libservices-dd.so,False
ptsp_match_object local-ports value,libservices-dd.so,False
ptsp_match_object local-port-range low,libservices-dd.so,False
ptsp_match_object local-port-range high,libservices-dd.so,False
ptsp_match_object remote-ports value,libservices-dd.so,False
ptsp_match_object remote-port-range low,libservices-dd.so,False
ptsp_match_object remote-port-range high,libservices-dd.so,False
ptsp_match_object applications application-name,libservices-dd.so,False
ptsp_match_object nested-applications nested-application-name,libservices-dd.so,False
ptsp_match_object application-groups application-group-name,libservices-dd.so,False
ptsp_forward_match_object apply-groups value,libservices-dd.so,False
ptsp_forward_match_object apply-groups-except value,libservices-dd.so,False
ptsp_forward_match_object local-address-range low,libservices-dd.so,False
ptsp_forward_match_object local-address-range high,libservices-dd.so,False
ptsp_forward_match_object local-address-range except,libservices-dd.so,False
ptsp_forward_match_object local-prefix-list name,libservices-dd.so,False
ptsp_forward_match_object local-prefix-list except,libservices-dd.so,False
ptsp_forward_match_object applications application-name,libservices-dd.so,False
ptsp_forward_match_object nested-applications nested-application-name,libservices-dd.so,False
ptsp_forward_match_object application-groups application-group-name,libservices-dd.so,False
hcm_match_object apply-groups value,libservices-dd.so,False
hcm_match_object apply-groups-except value,libservices-dd.so,False
hcm_match_object http-status-code http-status-code-value,libservices-dd.so,False
hcm_url_match_object apply-groups value,libservices-dd.so,False
hcm_url_match_object apply-groups-except value,libservices-dd.so,False
hcm_url_match_object url-list list-name,libservices-dd.so,False
hcm_url_match_object url-list apply-macro,libservices-dd.so,False
hcm_url_match_object url-list apply-flags,libservices-dd.so,False
hcm_url_match_object url-list dynamic-db,libservices-dd.so,False
hcm_url_match_object url url-name,libservices-dd.so,False
hcm_url_match_object url apply-macro,libservices-dd.so,False
hcm_url_match_object url apply-flags,libservices-dd.so,False
hcm_url_match_object url dynamic-db,libservices-dd.so,False
sfw_rule_object apply-groups value,libservices-dd.so,False
sfw_rule_object apply-groups-except value,libservices-dd.so,False
sfw_rule_object match-direction input,libservices-dd.so,False
sfw_rule_object match-direction output,libservices-dd.so,False
sfw_rule_object match-direction input-output,libservices-dd.so,False
sfw_rule_object term term-name,libservices-dd.so,False
sfw_rule_object term apply-macro,libservices-dd.so,False
sfw_rule_object term apply-flags,libservices-dd.so,False
sfw_rule_object term dynamic-db,libservices-dd.so,False
sfw_rule_object term from,libservices-dd.so,False
sw_rule_object apply-groups value,libservices-dd.so,False
sw_rule_object apply-groups-except value,libservices-dd.so,False
sw_rule_object match-direction input,libservices-dd.so,False
sw_rule_object match-direction output,libservices-dd.so,False
sw_rule_object term term-name,libservices-dd.so,False
sw_rule_object term apply-macro,libservices-dd.so,False
sw_rule_object term apply-flags,libservices-dd.so,False
sw_rule_object term dynamic-db,libservices-dd.so,False
dslite_object apply-groups value,libservices-dd.so,False
dslite_object apply-groups-except value,libservices-dd.so,False
v6rd_object apply-groups value,libservices-dd.so,False
v6rd_object apply-groups-except value,libservices-dd.so,False
aacl_rule_object apply-groups value,libservices-dd.so,False
aacl_rule_object apply-groups-except value,libservices-dd.so,False
aacl_rule_object match-direction input,libservices-dd.so,False
aacl_rule_object match-direction output,libservices-dd.so,False
aacl_rule_object match-direction input-output,libservices-dd.so,False
aacl_rule_object term term-name,libservices-dd.so,False
aacl_rule_object term apply-macro,libservices-dd.so,False
aacl_rule_object term apply-flags,libservices-dd.so,False
aacl_rule_object term dynamic-db,libservices-dd.so,False
aacl_rule_object term from,libservices-dd.so,False
ptsp_rule_object apply-groups value,libservices-dd.so,False
ptsp_rule_object apply-groups-except value,libservices-dd.so,False
ptsp_rule_object match-direction input,libservices-dd.so,False
ptsp_rule_object match-direction output,libservices-dd.so,False
ptsp_rule_object match-direction input-output,libservices-dd.so,False
ptsp_rule_object demux source-address,libservices-dd.so,False
ptsp_rule_object demux destination-address,libservices-dd.so,False
ptsp_rule_object count-type rule,libservices-dd.so,False
ptsp_rule_object count-type application,libservices-dd.so,False
ptsp_rule_object term term-name,libservices-dd.so,False
ptsp_rule_object term apply-macro,libservices-dd.so,False
ptsp_rule_object term apply-flags,libservices-dd.so,False
ptsp_rule_object term dynamic-db,libservices-dd.so,False
ptsp_rule_object term from,libservices-dd.so,False
ptsp_forward_rule_object apply-groups value,libservices-dd.so,False
ptsp_forward_rule_object apply-groups-except value,libservices-dd.so,False
ptsp_forward_rule_object term term-name,libservices-dd.so,False
ptsp_forward_rule_object term apply-macro,libservices-dd.so,False
ptsp_forward_rule_object term apply-flags,libservices-dd.so,False
ptsp_forward_rule_object term dynamic-db,libservices-dd.so,False
ptsp_forward_rule_object term from,libservices-dd.so,False
hcm_rule_object apply-groups value,libservices-dd.so,True
hcm_rule_object apply-groups-except value,libservices-dd.so,True
hcm_rule_object term term-name,libservices-dd.so,True
hcm_rule_object term apply-macro,libservices-dd.so,True
hcm_rule_object term apply-flags,libservices-dd.so,True
hcm_rule_object term dynamic-db,libservices-dd.so,True
hcm_rule_object term from,libservices-dd.so,True
hcm_url_rule_object apply-groups value,libservices-dd.so,False
hcm_url_rule_object apply-groups-except value,libservices-dd.so,False
hcm_url_rule_object term term-name,libservices-dd.so,False
hcm_url_rule_object term apply-macro,libservices-dd.so,False
hcm_url_rule_object term apply-flags,libservices-dd.so,False
hcm_url_rule_object term dynamic-db,libservices-dd.so,False
hcm_url_rule_object term from,libservices-dd.so,False
hcm_url_list_object apply-groups value,libservices-dd.so,False
hcm_url_list_object apply-groups-except value,libservices-dd.so,False
hcm_url_list_object host domain-name,libservices-dd.so,False
hcm_url_list_object host apply-macro,libservices-dd.so,False
hcm_url_list_object host apply-flags,libservices-dd.so,False
hcm_url_list_object host dynamic-db,libservices-dd.so,False
hcm_url_list_object request-uri uri-name,libservices-dd.so,False
hcm_url_list_object request-uri apply-macro,libservices-dd.so,False
hcm_url_list_object request-uri apply-flags,libservices-dd.so,False
hcm_url_list_object request-uri dynamic-db,libservices-dd.so,False
cos_application_profile_object apply-groups value,libservices-dd.so,False
cos_application_profile_object apply-groups-except value,libservices-dd.so,False
cos_application_profile_object sip apply-macro,libservices-dd.so,False
cos_application_profile_object sip apply-flags,libservices-dd.so,False
cos_application_profile_object sip dynamic-db,libservices-dd.so,False
cos_application_profile_object ftp apply-macro,libservices-dd.so,False
cos_application_profile_object ftp apply-flags,libservices-dd.so,False
cos_application_profile_object ftp dynamic-db,libservices-dd.so,False
cos_rule_object apply-groups value,libservices-dd.so,False
cos_rule_object apply-groups-except value,libservices-dd.so,False
cos_rule_object match-direction input,libservices-dd.so,False
cos_rule_object match-direction output,libservices-dd.so,False
cos_rule_object match-direction input-output,libservices-dd.so,False
cos_rule_object term term-name,libservices-dd.so,False
cos_rule_object term apply-macro,libservices-dd.so,False
cos_rule_object term apply-flags,libservices-dd.so,False
cos_rule_object term dynamic-db,libservices-dd.so,False
cos_rule_object term from,libservices-dd.so,False
pgcp_media_service_object apply-groups value,libservices-dd.so,False
pgcp_media_service_object apply-groups-except value,libservices-dd.so,False
pgcp_virtual_interface_object apply-groups value,libservices-dd.so,False
pgcp_virtual_interface_object apply-groups-except value,libservices-dd.so,False
pgcp_virtual_interface_object routing-instance routing-instance-name,libservices-dd.so,False
pgcp_virtual_interface_object routing-instance inet.0,libservices-dd.so,False
pgcp_virtual_interface_object service-state in-service,libservices-dd.so,False
pgcp_virtual_interface_object service-state out-of-service-forced,libservices-dd.so,False
pgcp_virtual_interface_object service-state out-of-service-graceful,libservices-dd.so,False
pgcp_interim_ah_scheme_object apply-groups value,libservices-dd.so,False
pgcp_interim_ah_scheme_object apply-groups-except value,libservices-dd.so,False
pgcp_interim_ah_scheme_object algorithm hmac-null,libservices-dd.so,False
pgcp_controller_object apply-groups value,libservices-dd.so,False
pgcp_controller_object apply-groups-except value,libservices-dd.so,False
pgcp_h248_timers_object apply-groups value,libservices-dd.so,False
pgcp_h248_timers_object apply-groups-except value,libservices-dd.so,False
pgcp_h248_segmentation_object apply-groups value,libservices-dd.so,False
pgcp_h248_segmentation_object apply-groups-except value,libservices-dd.so,False
pgcp_h248_segmentation_object mgc-segmentation-timer apply-macro,libservices-dd.so,False
pgcp_h248_segmentation_object mgc-segmentation-timer apply-flags,libservices-dd.so,False
pgcp_h248_segmentation_object mgc-segmentation-timer dynamic-db,libservices-dd.so,False
pgcp_h248_segmentation_object mgc-segmentation-timer default,libservices-dd.so,False
pgcp_h248_segmentation_object mgc-segmentation-timer minimum,libservices-dd.so,False
pgcp_h248_segmentation_object mgc-segmentation-timer maximum,libservices-dd.so,False
pgcp_h248_segmentation_object mgc-maximum-pdu-size apply-macro,libservices-dd.so,False
pgcp_h248_segmentation_object mgc-maximum-pdu-size apply-flags,libservices-dd.so,False
pgcp_h248_segmentation_object mgc-maximum-pdu-size dynamic-db,libservices-dd.so,False
pgcp_h248_segmentation_object mgc-maximum-pdu-size default,libservices-dd.so,False
pgcp_h248_segmentation_object mgc-maximum-pdu-size minimum,libservices-dd.so,False
pgcp_h248_segmentation_object mgc-maximum-pdu-size maximum,libservices-dd.so,False
pgcp_h248_segmentation_object mg-segmentation-timer apply-macro,libservices-dd.so,False
pgcp_h248_segmentation_object mg-segmentation-timer apply-flags,libservices-dd.so,False
pgcp_h248_segmentation_object mg-segmentation-timer dynamic-db,libservices-dd.so,False
pgcp_h248_segmentation_object mg-segmentation-timer default,libservices-dd.so,False
pgcp_h248_segmentation_object mg-segmentation-timer minimum,libservices-dd.so,False
pgcp_h248_segmentation_object mg-segmentation-timer maximum,libservices-dd.so,False
pgcp_h248_segmentation_object mg-maximum-pdu-size apply-macro,libservices-dd.so,False
pgcp_h248_segmentation_object mg-maximum-pdu-size apply-flags,libservices-dd.so,False
pgcp_h248_segmentation_object mg-maximum-pdu-size dynamic-db,libservices-dd.so,False
pgcp_h248_segmentation_object mg-maximum-pdu-size default,libservices-dd.so,False
pgcp_h248_segmentation_object mg-maximum-pdu-size minimum,libservices-dd.so,False
pgcp_h248_segmentation_object mg-maximum-pdu-size maximum,libservices-dd.so,False
pgcp_h248_diffserv_object apply-groups value,libservices-dd.so,False
pgcp_h248_diffserv_object apply-groups-except value,libservices-dd.so,False
pgcp_h248_diffserv_object dscp apply-macro,libservices-dd.so,False
pgcp_h248_diffserv_object dscp apply-flags,libservices-dd.so,False
pgcp_h248_diffserv_object dscp dynamic-db,libservices-dd.so,False
pgcp_h248_diffserv_object dscp ignore-signaled-value,libservices-dd.so,False
pgcp_h248_rtcp_rate_units_object apply-groups value,libservices-dd.so,False
pgcp_h248_rtcp_rate_units_object apply-groups-except value,libservices-dd.so,False
pgcp_h248_rtcp_burst_units_object apply-groups value,libservices-dd.so,False
pgcp_h248_rtcp_burst_units_object apply-groups-except value,libservices-dd.so,False
pgcp_h248_traffic_management_object apply-groups value,libservices-dd.so,False
pgcp_h248_traffic_management_object apply-groups-except value,libservices-dd.so,False
pgcp_h248_traffic_management_object sustained-data-rate apply-macro,libservices-dd.so,False
pgcp_h248_traffic_management_object sustained-data-rate apply-flags,libservices-dd.so,False
pgcp_h248_traffic_management_object sustained-data-rate dynamic-db,libservices-dd.so,False
pgcp_h248_traffic_management_object sustained-data-rate default,libservices-dd.so,False
pgcp_h248_traffic_management_object sustained-data-rate minimum,libservices-dd.so,False
pgcp_h248_traffic_management_object sustained-data-rate maximum,libservices-dd.so,False
pgcp_h248_traffic_management_object sustained-data-rate rtcp,libservices-dd.so,False
pgcp_h248_traffic_management_object sustained-data-rate rtcp-include,libservices-dd.so,False
pgcp_h248_traffic_management_object peak-data-rate apply-macro,libservices-dd.so,False
pgcp_h248_traffic_management_object peak-data-rate apply-flags,libservices-dd.so,False
pgcp_h248_traffic_management_object peak-data-rate dynamic-db,libservices-dd.so,False
pgcp_h248_traffic_management_object peak-data-rate default,libservices-dd.so,False
pgcp_h248_traffic_management_object peak-data-rate minimum,libservices-dd.so,False
pgcp_h248_traffic_management_object peak-data-rate maximum,libservices-dd.so,False
pgcp_h248_traffic_management_object peak-data-rate rtcp,libservices-dd.so,False
pgcp_h248_traffic_management_object max-burst-size apply-macro,libservices-dd.so,False
pgcp_h248_traffic_management_object max-burst-size apply-flags,libservices-dd.so,False
pgcp_h248_traffic_management_object max-burst-size dynamic-db,libservices-dd.so,False
pgcp_h248_traffic_management_object max-burst-size default,libservices-dd.so,False
pgcp_h248_traffic_management_object max-burst-size minimum,libservices-dd.so,False
pgcp_h248_traffic_management_object max-burst-size maximum,libservices-dd.so,False
pgcp_h248_traffic_management_object max-burst-size rtcp,libservices-dd.so,False
pgcp-h248-hangterm-object apply-groups value,libservices-dd.so,False
pgcp-h248-hangterm-object apply-groups-except value,libservices-dd.so,False
pgcp-h248-notification-behavior-object apply-groups value,libservices-dd.so,False
pgcp-h248-notification-behavior-object apply-groups-except value,libservices-dd.so,False
pgcp-h248-notification-behavior-object notification-regulation apply-macro,libservices-dd.so,False
pgcp-h248-notification-behavior-object notification-regulation apply-flags,libservices-dd.so,False
pgcp-h248-notification-behavior-object notification-regulation dynamic-db,libservices-dd.so,False
pgcp-h248-notification-behavior-object notification-regulation default,libservices-dd.so,False
pgcp-h248-application-data-inactivity-detection-object apply-groups value,libservices-dd.so,False
pgcp-h248-application-data-inactivity-detection-object apply-groups-except value,libservices-dd.so,False
pgcp-h248-application-data-inactivity-detection-object ip-flow-stop-detection immediate-notify,libservices-dd.so,False
pgcp-h248-application-data-inactivity-detection-object ip-flow-stop-detection regulated-notify,libservices-dd.so,False
pgcp-h248-event-timestamp-notification-object apply-groups value,libservices-dd.so,False
pgcp-h248-event-timestamp-notification-object apply-groups-except value,libservices-dd.so,False
pgcp-h248-event-timestamp-notification-object request-timestamp requested,libservices-dd.so,False
pgcp-h248-event-timestamp-notification-object request-timestamp suppressed,libservices-dd.so,False
pgcp-h248-event-timestamp-notification-object request-timestamp autonomous,libservices-dd.so,False
pgcp-h248-inactivity-timer-object apply-groups value,libservices-dd.so,False
pgcp-h248-inactivity-timer-object apply-groups-except value,libservices-dd.so,False
pgcp-h248-inactivity-timer-object inactivity-timeout apply-macro,libservices-dd.so,False
pgcp-h248-inactivity-timer-object inactivity-timeout apply-flags,libservices-dd.so,False
pgcp-h248-inactivity-timer-object inactivity-timeout dynamic-db,libservices-dd.so,False
pgcp-h248-inactivity-timer-object inactivity-timeout detect,libservices-dd.so,False
pgcp-h248-secured-rtp-object apply-groups value,libservices-dd.so,True
pgcp-h248-secured-rtp-object apply-groups-except value,libservices-dd.so,True
pgcp-h248-secured-rtp-object key-management-scheme apply-macro,libservices-dd.so,True
pgcp-h248-secured-rtp-object key-management-scheme apply-flags,libservices-dd.so,True
pgcp-h248-secured-rtp-object key-management-scheme dynamic-db,libservices-dd.so,True
pgcp_h248_properties_object apply-groups value,libservices-dd.so,False
pgcp_h248_properties_object apply-groups-except value,libservices-dd.so,False
pgcp_h248_options_object apply-groups value,libservices-dd.so,False
pgcp_h248_options_object apply-groups-except value,libservices-dd.so,False
pgcp_h248_options_object encoding apply-macro,libservices-dd.so,False
pgcp_h248_options_object encoding apply-flags,libservices-dd.so,False
pgcp_h248_options_object encoding dynamic-db,libservices-dd.so,False
pgcp_h248_options_object encoding no-octet-string-bit-mirroring,libservices-dd.so,False
pgcp_h248_options_object encoding no-dscp-bit-mirroring,libservices-dd.so,True
pgcp_h248_options_object encoding use-lower-case,libservices-dd.so,False
pgcp_h248_options_object h248-profile apply-macro,libservices-dd.so,False
pgcp_h248_options_object h248-profile apply-flags,libservices-dd.so,False
pgcp_h248_options_object h248-profile dynamic-db,libservices-dd.so,False
pgcp_h248_options_object h248-profile profile-name,libservices-dd.so,False
pgcp_h248_options_object h248-profile profile-version,libservices-dd.so,False
pgcp-association-up-object apply-groups value,libservices-dd.so,False
pgcp-association-up-object apply-groups-except value,libservices-dd.so,False
pgcp-association-up-object failover-cold restart-901,libservices-dd.so,False
pgcp-association-up-object failover-cold failover-920,libservices-dd.so,False
pgcp-association-up-object failover-warm restart-902,libservices-dd.so,False
pgcp-association-up-object failover-warm failover-919,libservices-dd.so,False
pgcp-association-up-object cancel-graceful none,libservices-dd.so,False
pgcp-association-up-object cancel-graceful restart-918,libservices-dd.so,False
control-association-indications-object apply-groups value,libservices-dd.so,False
control-association-indications-object apply-groups-except value,libservices-dd.so,False
pgcp-h248-service-change-object apply-groups value,libservices-dd.so,False
pgcp-h248-service-change-object apply-groups-except value,libservices-dd.so,False
pgcp-association-down-object apply-groups value,libservices-dd.so,False
pgcp-association-down-object apply-groups-except value,libservices-dd.so,False
pgcp-association-down-object administrative forced-905,libservices-dd.so,False
pgcp-association-down-object administrative forced-908,libservices-dd.so,False
pgcp-association-down-object administrative none,libservices-dd.so,False
pgcp-association-down-object failure forced-904,libservices-dd.so,False
pgcp-association-down-object failure forced-908,libservices-dd.so,False
pgcp-association-down-object failure none,libservices-dd.so,False
pgcp-association-down-object graceful none,libservices-dd.so,False
pgcp-association-down-object graceful graceful-905,libservices-dd.so,False
pgcp-association-disconnect-object apply-groups value,libservices-dd.so,False
pgcp-association-disconnect-object apply-groups-except value,libservices-dd.so,False
pgcp-association-disconnect-object reconnect disconnected-900,libservices-dd.so,False
pgcp-association-disconnect-object reconnect restart-902,libservices-dd.so,False
pgcp-association-disconnect-object controller-failure restart-902,libservices-dd.so,False
pgcp-association-disconnect-object controller-failure failover-909,libservices-dd.so,False
virtual-interface-indications-object apply-groups value,libservices-dd.so,False
virtual-interface-indications-object apply-groups-except value,libservices-dd.so,False
pgcp-virtual-interface-up-object apply-groups value,libservices-dd.so,False
pgcp-virtual-interface-up-object apply-groups-except value,libservices-dd.so,False
pgcp-virtual-interface-up-object warm restart-900,libservices-dd.so,False
pgcp-virtual-interface-up-object warm none,libservices-dd.so,False
pgcp-virtual-interface-up-object cancel-graceful none,libservices-dd.so,False
pgcp-virtual-interface-up-object cancel-graceful restart-918,libservices-dd.so,False
pgcp-virtual-interface-down-object apply-groups value,libservices-dd.so,False
pgcp-virtual-interface-down-object apply-groups-except value,libservices-dd.so,False
pgcp-virtual-interface-down-object graceful none,libservices-dd.so,False
pgcp-virtual-interface-down-object graceful graceful-905,libservices-dd.so,False
pgcp-virtual-interface-down-object administrative forced-905,libservices-dd.so,False
pgcp-virtual-interface-down-object administrative forced-906,libservices-dd.so,False
pgcp-virtual-interface-down-object administrative none,libservices-dd.so,False
pgcp-virtual-interface-down-object failure forced-904,libservices-dd.so,True
pgcp-virtual-interface-down-object failure forced-906,libservices-dd.so,True
pgcp-virtual-interface-down-object failure none,libservices-dd.so,True
pgcp-virtual-interface-down-object link-loss forced-906,libservices-dd.so,True
pgcp-virtual-interface-down-object link-loss none,libservices-dd.so,True
context-indications-object apply-groups value,libservices-dd.so,False
context-indications-object apply-groups-except value,libservices-dd.so,False
context-indications-object state-loss forced-915,libservices-dd.so,False
context-indications-object state-loss forced-910,libservices-dd.so,False
context-indications-object state-loss none,libservices-dd.so,False
pgcp_h248_base_root_object apply-groups value,libservices-dd.so,False
pgcp_h248_base_root_object apply-groups-except value,libservices-dd.so,False
pgcp_h248_base_root_object normal-mg-execution-time apply-macro,libservices-dd.so,False
pgcp_h248_base_root_object normal-mg-execution-time apply-flags,libservices-dd.so,False
pgcp_h248_base_root_object normal-mg-execution-time dynamic-db,libservices-dd.so,False
pgcp_h248_base_root_object normal-mg-execution-time default,libservices-dd.so,False
pgcp_h248_base_root_object normal-mg-execution-time minimum,libservices-dd.so,False
pgcp_h248_base_root_object normal-mg-execution-time maximum,libservices-dd.so,False
pgcp_h248_base_root_object mg-provisional-response-timer-value apply-macro,libservices-dd.so,False
pgcp_h248_base_root_object mg-provisional-response-timer-value apply-flags,libservices-dd.so,False
pgcp_h248_base_root_object mg-provisional-response-timer-value dynamic-db,libservices-dd.so,False
pgcp_h248_base_root_object mg-provisional-response-timer-value default,libservices-dd.so,False
pgcp_h248_base_root_object mg-provisional-response-timer-value minimum,libservices-dd.so,False
pgcp_h248_base_root_object mg-provisional-response-timer-value maximum,libservices-dd.so,False
pgcp_h248_base_root_object mg-originated-pending-limit apply-macro,libservices-dd.so,False
pgcp_h248_base_root_object mg-originated-pending-limit apply-flags,libservices-dd.so,False
pgcp_h248_base_root_object mg-originated-pending-limit dynamic-db,libservices-dd.so,False
pgcp_h248_base_root_object mg-originated-pending-limit default,libservices-dd.so,False
pgcp_h248_base_root_object mg-originated-pending-limit minimum,libservices-dd.so,False
pgcp_h248_base_root_object mg-originated-pending-limit maximum,libservices-dd.so,False
pgcp_h248_base_root_object normal-mgc-execution-time apply-macro,libservices-dd.so,False
pgcp_h248_base_root_object normal-mgc-execution-time apply-flags,libservices-dd.so,False
pgcp_h248_base_root_object normal-mgc-execution-time dynamic-db,libservices-dd.so,False
pgcp_h248_base_root_object normal-mgc-execution-time default,libservices-dd.so,False
pgcp_h248_base_root_object normal-mgc-execution-time minimum,libservices-dd.so,False
pgcp_h248_base_root_object normal-mgc-execution-time maximum,libservices-dd.so,False
pgcp_h248_base_root_object mgc-provisional-response-timer-value apply-macro,libservices-dd.so,False
pgcp_h248_base_root_object mgc-provisional-response-timer-value apply-flags,libservices-dd.so,False
pgcp_h248_base_root_object mgc-provisional-response-timer-value dynamic-db,libservices-dd.so,False
pgcp_h248_base_root_object mgc-provisional-response-timer-value default,libservices-dd.so,False
pgcp_h248_base_root_object mgc-provisional-response-timer-value minimum,libservices-dd.so,False
pgcp_h248_base_root_object mgc-provisional-response-timer-value maximum,libservices-dd.so,False
pgcp_h248_base_root_object mgc-originated-pending-limit apply-macro,libservices-dd.so,False
pgcp_h248_base_root_object mgc-originated-pending-limit apply-flags,libservices-dd.so,False
pgcp_h248_base_root_object mgc-originated-pending-limit dynamic-db,libservices-dd.so,False
pgcp_h248_base_root_object mgc-originated-pending-limit default,libservices-dd.so,False
pgcp_h248_base_root_object mgc-originated-pending-limit minimum,libservices-dd.so,False
pgcp_h248_base_root_object mgc-originated-pending-limit maximum,libservices-dd.so,False
pgcp_debug_mem_mgmt_object apply-groups value,libservices-dd.so,False
pgcp_debug_mem_mgmt_object apply-groups-except value,libservices-dd.so,False
pgcp_debug_mem_mgmt_object operational-mode fast,libservices-dd.so,False
pgcp_debug_mem_mgmt_object operational-mode type-tracking,libservices-dd.so,False
pgcp_debug_mem_mgmt_object operational-mode location-tracking,libservices-dd.so,False
pgcp_debug_pgcp_handlers_object apply-groups value,libservices-dd.so,False
pgcp_debug_pgcp_handlers_object apply-groups-except value,libservices-dd.so,False
pgcp_debug_pgcp_handlers_object operational-mode pgcp-synchronous,libservices-dd.so,False
pgcp_debug_pgcp_handlers_object operational-mode pgcp-asynchronous,libservices-dd.so,False
pgcp_debug_pgcp_handlers_object operational-mode h248-only,libservices-dd.so,False
pgcp_debug_pgcp_handlers_object operational-mode data-pic-simulator-mode,libservices-dd.so,False
pgcp_debug_profiling_workq_object apply-groups value,libservices-dd.so,False
pgcp_debug_profiling_workq_object apply-groups-except value,libservices-dd.so,False
pgcp_debug_profiling_resumeq_object apply-groups value,libservices-dd.so,False
pgcp_debug_profiling_resumeq_object apply-groups-except value,libservices-dd.so,False
pgcp_debug_profiling_waitq_object apply-groups value,libservices-dd.so,False
pgcp_debug_profiling_waitq_object apply-groups-except value,libservices-dd.so,False
pgcp_debug_profiling_applicationq_object apply-groups value,libservices-dd.so,False
pgcp_debug_profiling_applicationq_object apply-groups-except value,libservices-dd.so,False
pgcp_debug_profiling_datastore_object apply-groups value,libservices-dd.so,False
pgcp_debug_profiling_datastore_object apply-groups-except value,libservices-dd.so,False
pgcp_debug_profiling_object apply-groups value,libservices-dd.so,False
pgcp_debug_profiling_object apply-groups-except value,libservices-dd.so,False
pgcp-debug-cli-throttling-object apply-groups value,libservices-dd.so,False
pgcp-debug-cli-throttling-object apply-groups-except value,libservices-dd.so,False
pgcp_debug_object apply-groups value,libservices-dd.so,False
pgcp_debug_object apply-groups-except value,libservices-dd.so,False
pgcp_debug_object database-mode berkeley-db,libservices-dd.so,False
pgcp_debug_object database-mode in-memory-tree,libservices-dd.so,False
pgcp_delivery_function_object apply-groups value,libservices-dd.so,False
pgcp_delivery_function_object apply-groups-except value,libservices-dd.so,False
pgcp_gateway_session_mirroring_object apply-groups value,libservices-dd.so,False
pgcp_gateway_session_mirroring_object apply-groups-except value,libservices-dd.so,False
pgcp_session_mirroring_object apply-groups value,libservices-dd.so,False
